Time, Probe1 ºF, Probe 2 ºF, Probe 3 ºF, Probe 4 ºF
Sep 8  2019  8:34:03 AM,160.7, No Probe, No Probe,229.6
Sep 8  2019  8:34:13 AM,160.7, No Probe, No Probe,229.9
Sep 8  2019  8:34:24 AM,160.7, No Probe, No Probe,229.9
Sep 8  2019  8:34:33 AM,160.7, No Probe, No Probe,230.2
Sep 8  2019  8:34:44 AM,160.7, No Probe, No Probe,230.3
Sep 8  2019  8:34:53 AM,160.7, No Probe, No Probe,230.6
Sep 8  2019  8:35:01 AM,160.7, No Probe, No Probe,230.6
Sep 8  2019  8:35:11 AM,160.7, No Probe, No Probe,230.8
Sep 8  2019  8:35:21 AM,160.7, No Probe, No Probe,230.6
Sep 8  2019  8:35:31 AM,160.7, No Probe, No Probe,230.3
Sep 8  2019  8:35:41 AM,160.7, No Probe, No Probe,230.4
Sep 8  2019  8:35:51 AM,160.7, No Probe, No Probe,230.3
Sep 8  2019  8:36:01 AM,160.7, No Probe, No Probe,230.1
Sep 8  2019  8:36:11 AM,160.7, No Probe, No Probe,230.0
Sep 8  2019  8:36:21 AM,160.7, No Probe, No Probe,229.9
Sep 8  2019  8:36:31 AM,160.7, No Probe, No Probe,229.6
Sep 8  2019  8:36:41 AM,160.7, No Probe, No Probe,229.3
Sep 8  2019  8:36:51 AM,160.7, No Probe, No Probe,229.1
Sep 8  2019  8:37:01 AM,160.7, No Probe, No Probe,229.0
Sep 8  2019  8:37:11 AM,160.6, No Probe, No Probe,228.8
Sep 8  2019  8:37:21 AM,160.7, No Probe, No Probe,228.6
Sep 8  2019  8:37:31 AM,160.7, No Probe, No Probe,228.6
Sep 8  2019  8:37:41 AM,160.6, No Probe, No Probe,228.3
Sep 8  2019  8:37:51 AM,160.6, No Probe, No Probe,227.9
Sep 8  2019  8:38:01 AM,160.7, No Probe, No Probe,227.5
Sep 8  2019  8:38:11 AM,160.7, No Probe, No Probe,227.2
Sep 8  2019  8:38:21 AM,160.6, No Probe, No Probe,227.0
Sep 8  2019  8:38:31 AM,160.7, No Probe, No Probe,226.5
Sep 8  2019  8:38:41 AM,160.7, No Probe, No Probe,226.4
Sep 8  2019  8:38:51 AM,160.6, No Probe, No Probe,225.9
Sep 8  2019  8:39:01 AM,160.6, No Probe, No Probe,225.7
Sep 8  2019  8:39:11 AM,160.6, No Probe, No Probe,225.5
Sep 8  2019  8:39:21 AM,160.6, No Probe, No Probe,225.3
Sep 8  2019  8:39:31 AM,160.6, No Probe, No Probe,224.9
Sep 8  2019  8:39:41 AM,160.6, No Probe, No Probe,224.3
Sep 8  2019  8:39:51 AM,160.6, No Probe, No Probe,223.5
Sep 8  2019  8:40:01 AM,160.6, No Probe, No Probe,223.1
Sep 8  2019  8:40:11 AM,160.6, No Probe, No Probe,223.0
Sep 8  2019  8:40:21 AM,160.6, No Probe, No Probe,222.8
Sep 8  2019  8:40:31 AM,160.6, No Probe, No Probe,223.2
Sep 8  2019  8:40:41 AM,160.6, No Probe, No Probe,223.5
Sep 8  2019  8:40:51 AM,160.6, No Probe, No Probe,223.9
Sep 8  2019  8:41:01 AM,160.6, No Probe, No Probe,224.4
Sep 8  2019  8:41:08 AM,160.6, No Probe, No Probe,224.6
Sep 8  2019  8:41:18 AM,160.6, No Probe, No Probe,225.4
Sep 8  2019  8:41:28 AM,160.6, No Probe, No Probe,226.7
Sep 8  2019  8:41:38 AM,160.6, No Probe, No Probe,227.4
Sep 8  2019  8:41:49 AM,160.6, No Probe, No Probe,228.3
Sep 8  2019  8:41:58 AM,160.6, No Probe, No Probe,228.9
Sep 8  2019  8:42:08 AM,160.6, No Probe, No Probe,229.6
Sep 8  2019  8:42:18 AM,160.5, No Probe, No Probe,230.5
Sep 8  2019  8:42:28 AM,160.6, No Probe, No Probe,230.5
Sep 8  2019  8:42:38 AM,160.6, No Probe, No Probe,230.3
Sep 8  2019  8:42:48 AM,160.6, No Probe, No Probe,230.7
Sep 8  2019  8:42:58 AM,160.6, No Probe, No Probe,231.0
Sep 8  2019  8:43:08 AM,160.6, No Probe, No Probe,231.1
Sep 8  2019  8:43:18 AM,160.6, No Probe, No Probe,231.4
Sep 8  2019  8:43:28 AM,160.6, No Probe, No Probe,231.5
Sep 8  2019  8:43:38 AM,160.6, No Probe, No Probe,231.4
Sep 8  2019  8:43:48 AM,160.6, No Probe, No Probe,231.0
Sep 8  2019  8:43:58 AM,160.6, No Probe, No Probe,231.4
Sep 8  2019  8:44:08 AM,160.5, No Probe, No Probe,231.2
Sep 8  2019  8:44:18 AM,160.5, No Probe, No Probe,231.1
Sep 8  2019  8:44:28 AM,160.6, No Probe, No Probe,230.3
Sep 8  2019  8:44:38 AM,160.5, No Probe, No Probe,230.5
Sep 8  2019  8:44:48 AM,160.5, No Probe, No Probe,230.2
Sep 8  2019  8:44:58 AM,160.6, No Probe, No Probe,230.3
Sep 8  2019  8:45:09 AM,160.6, No Probe, No Probe,229.9
Sep 8  2019  8:45:18 AM,160.6, No Probe, No Probe,229.5
Sep 8  2019  8:45:29 AM,160.5, No Probe, No Probe,229.2
Sep 8  2019  8:45:40 AM,160.5, No Probe, No Probe,229.3
Sep 8  2019  8:45:49 AM,160.5, No Probe, No Probe,228.8
Sep 8  2019  8:45:59 AM,160.5, No Probe, No Probe,228.6
Sep 8  2019  8:46:09 AM,160.5, No Probe, No Probe,228.1
Sep 8  2019  8:46:19 AM,160.5, No Probe, No Probe,227.9
Sep 8  2019  8:46:29 AM,160.5, No Probe, No Probe,227.4
Sep 8  2019  8:46:39 AM,160.5, No Probe, No Probe,227.3
Sep 8  2019  8:46:49 AM,160.5, No Probe, No Probe,226.8
Sep 8  2019  8:46:59 AM,160.5, No Probe, No Probe,226.6
Sep 8  2019  8:47:04 AM,160.5, No Probe, No Probe,226.5
Sep 8  2019  8:47:14 AM,160.5, No Probe, No Probe,226.0
Sep 8  2019  8:47:24 AM,160.5, No Probe, No Probe,225.5
Sep 8  2019  8:47:34 AM,160.5, No Probe, No Probe,225.5
Sep 8  2019  8:47:44 AM,160.5, No Probe, No Probe,225.3
Sep 8  2019  8:47:54 AM,160.5, No Probe, No Probe,225.7
Sep 8  2019  8:48:04 AM,160.4, No Probe, No Probe,225.2
Sep 8  2019  8:48:14 AM,160.5, No Probe, No Probe,225.1
Sep 8  2019  8:48:24 AM,160.5, No Probe, No Probe,224.8
Sep 8  2019  8:48:34 AM,160.4, No Probe, No Probe,224.1
Sep 8  2019  8:48:44 AM,160.4, No Probe, No Probe,223.7
Sep 8  2019  8:48:54 AM,160.5, No Probe, No Probe,223.6
Sep 8  2019  8:49:04 AM,160.3, No Probe, No Probe,223.3
Sep 8  2019  8:49:14 AM,160.4, No Probe, No Probe,222.9
Sep 8  2019  8:49:24 AM,160.4, No Probe, No Probe,222.9
Sep 8  2019  8:49:34 AM,160.4, No Probe, No Probe,223.1
Sep 8  2019  8:49:45 AM,160.3, No Probe, No Probe,223.6
Sep 8  2019  8:49:54 AM,160.4, No Probe, No Probe,224.0
Sep 8  2019  8:50:04 AM,160.4, No Probe, No Probe,224.8
Sep 8  2019  8:50:14 AM,160.4, No Probe, No Probe,225.7
Sep 8  2019  8:50:24 AM,160.3, No Probe, No Probe,227.0
Sep 8  2019  8:50:34 AM,160.4, No Probe, No Probe,228.5
Sep 8  2019  8:50:44 AM,160.3, No Probe, No Probe,229.2
Sep 8  2019  8:50:54 AM,160.4, No Probe, No Probe,230.3
Sep 8  2019  8:51:04 AM,160.4, No Probe, No Probe,231.1
Sep 8  2019  8:51:14 AM,160.4, No Probe, No Probe,231.8
Sep 8  2019  8:51:24 AM,160.5, No Probe, No Probe,231.9
Sep 8  2019  8:51:34 AM,160.4, No Probe, No Probe,232.7
Sep 8  2019  8:51:44 AM,160.3, No Probe, No Probe,232.9
Sep 8  2019  8:51:54 AM,160.3, No Probe, No Probe,233.0
Sep 8  2019  8:52:04 AM,160.3, No Probe, No Probe,233.2
Sep 8  2019  8:52:14 AM,160.3, No Probe, No Probe,233.6
Sep 8  2019  8:52:24 AM,160.3, No Probe, No Probe,233.5
Sep 8  2019  8:52:34 AM,160.3, No Probe, No Probe,232.8
Sep 8  2019  8:52:44 AM,160.3, No Probe, No Probe,232.9
Sep 8  2019  8:52:54 AM,160.3, No Probe, No Probe,233.0
Sep 8  2019  8:53:09 AM,160.3, No Probe, No Probe,232.5
Sep 8  2019  8:53:19 AM,160.4, No Probe, No Probe,232.5
Sep 8  2019  8:53:29 AM,160.3, No Probe, No Probe,232.4
Sep 8  2019  8:53:39 AM,160.3, No Probe, No Probe,231.9
Sep 8  2019  8:53:50 AM,160.3, No Probe, No Probe,231.7
Sep 8  2019  8:54:00 AM,160.3, No Probe, No Probe,231.9
Sep 8  2019  8:54:10 AM,160.3, No Probe, No Probe,231.7
Sep 8  2019  8:54:20 AM,160.3, No Probe, No Probe,231.0
Sep 8  2019  8:54:30 AM,160.3, No Probe, No Probe,231.0
Sep 8  2019  8:54:40 AM,160.3, No Probe, No Probe,230.3
Sep 8  2019  8:54:50 AM,160.3, No Probe, No Probe,230.1
Sep 8  2019  8:55:00 AM,160.3, No Probe, No Probe,229.8
Sep 8  2019  8:55:10 AM,160.3, No Probe, No Probe,229.2
Sep 8  2019  8:55:20 AM,160.3, No Probe, No Probe,228.7
Sep 8  2019  8:55:30 AM,160.3, No Probe, No Probe,228.3
Sep 8  2019  8:55:40 AM,160.3, No Probe, No Probe,227.6
Sep 8  2019  8:55:50 AM,160.3, No Probe, No Probe,227.4
Sep 8  2019  8:56:00 AM,160.3, No Probe, No Probe,227.1
Sep 8  2019  8:56:10 AM,160.2, No Probe, No Probe,226.6
Sep 8  2019  8:56:20 AM,160.2, No Probe, No Probe,226.3
Sep 8  2019  8:56:30 AM,160.3, No Probe, No Probe,225.8
Sep 8  2019  8:56:40 AM,160.2, No Probe, No Probe,225.5
Sep 8  2019  8:56:50 AM,160.2, No Probe, No Probe,225.1
Sep 8  2019  8:57:00 AM,160.2, No Probe, No Probe,224.7
Sep 8  2019  8:57:10 AM,160.3, No Probe, No Probe,223.9
Sep 8  2019  8:57:20 AM,160.2, No Probe, No Probe,223.3
Sep 8  2019  8:57:30 AM,160.3, No Probe, No Probe,222.6
Sep 8  2019  8:57:40 AM,160.2, No Probe, No Probe,222.7
Sep 8  2019  8:57:50 AM,160.2, No Probe, No Probe,222.9
Sep 8  2019  8:58:00 AM,160.2, No Probe, No Probe,222.7
Sep 8  2019  8:58:10 AM,160.2, No Probe, No Probe,223.3
Sep 8  2019  8:58:20 AM,160.2, No Probe, No Probe,223.9
Sep 8  2019  8:58:30 AM,160.2, No Probe, No Probe,224.4
Sep 8  2019  8:58:40 AM,160.2, No Probe, No Probe,225.3
Sep 8  2019  8:58:50 AM,160.3, No Probe, No Probe,226.8
Sep 8  2019  8:58:57 AM,160.2, No Probe, No Probe,227.4
Sep 8  2019  8:59:07 AM,160.2, No Probe, No Probe,228.8
Sep 8  2019  8:59:17 AM,160.2, No Probe, No Probe,229.6
Sep 8  2019  8:59:27 AM,160.2, No Probe, No Probe,230.7
Sep 8  2019  8:59:38 AM,160.2, No Probe, No Probe,231.3
Sep 8  2019  8:59:47 AM,160.2, No Probe, No Probe,231.9
Sep 8  2019  8:59:57 AM,160.2, No Probe, No Probe,232.3
Sep 8  2019  9:00:07 AM,160.2, No Probe, No Probe,232.7
Sep 8  2019  9:00:17 AM,160.2, No Probe, No Probe,233.1
Sep 8  2019  9:00:27 AM,160.2, No Probe, No Probe,233.3
Sep 8  2019  9:00:37 AM,160.2, No Probe, No Probe,233.3
Sep 8  2019  9:00:47 AM,160.2, No Probe, No Probe,233.3
Sep 8  2019  9:00:57 AM,160.2, No Probe, No Probe,233.2
Sep 8  2019  9:01:07 AM,160.2, No Probe, No Probe,233.1
Sep 8  2019  9:01:17 AM,160.2, No Probe, No Probe,233.2
Sep 8  2019  9:01:27 AM,160.2, No Probe, No Probe,232.7
Sep 8  2019  9:01:37 AM,160.2, No Probe, No Probe,232.7
Sep 8  2019  9:01:47 AM,160.2, No Probe, No Probe,232.2
Sep 8  2019  9:01:57 AM,160.2, No Probe, No Probe,231.9
Sep 8  2019  9:02:07 AM,160.2, No Probe, No Probe,231.4
Sep 8  2019  9:02:17 AM,160.2, No Probe, No Probe,231.5
Sep 8  2019  9:02:27 AM,160.1, No Probe, No Probe,231.5
Sep 8  2019  9:02:37 AM,160.2, No Probe, No Probe,231.4
Sep 8  2019  9:02:47 AM,160.2, No Probe, No Probe,231.0
Sep 8  2019  9:02:57 AM,160.2, No Probe, No Probe,230.4
Sep 8  2019  9:03:07 AM,160.2, No Probe, No Probe,230.6
Sep 8  2019  9:03:17 AM,160.2, No Probe, No Probe,230.1
Sep 8  2019  9:03:27 AM,160.1, No Probe, No Probe,229.5
Sep 8  2019  9:03:37 AM,160.1, No Probe, No Probe,229.1
Sep 8  2019  9:03:47 AM,160.2, No Probe, No Probe,229.1
Sep 8  2019  9:03:57 AM,160.1, No Probe, No Probe,228.6
Sep 8  2019  9:04:07 AM,160.2, No Probe, No Probe,228.4
Sep 8  2019  9:04:18 AM,160.2, No Probe, No Probe,227.8
Sep 8  2019  9:04:27 AM,160.1, No Probe, No Probe,227.3
Sep 8  2019  9:04:37 AM,160.1, No Probe, No Probe,226.1
Sep 8  2019  9:04:43 AM,160.1, No Probe, No Probe,217.8
Sep 8  2019  9:04:53 AM,160.1, No Probe, No Probe,207.8
Sep 8  2019  9:05:03 AM,160.1, No Probe, No Probe,203.4
Sep 8  2019  9:05:13 AM,160.2, No Probe, No Probe,198.6
Sep 8  2019  9:05:23 AM,160.1, No Probe, No Probe,203.5
Sep 8  2019  9:05:33 AM,160.1, No Probe, No Probe,207.9
Sep 8  2019  9:05:43 AM,160.2, No Probe, No Probe,211.7
Sep 8  2019  9:05:53 AM,160.2, No Probe, No Probe,215.3
Sep 8  2019  9:06:03 AM,160.1, No Probe, No Probe,218.4
Sep 8  2019  9:06:13 AM,160.1, No Probe, No Probe,221.1
Sep 8  2019  9:06:23 AM,160.1, No Probe, No Probe,223.4
Sep 8  2019  9:06:33 AM,160.1, No Probe, No Probe,225.8
Sep 8  2019  9:06:43 AM,160.1, No Probe, No Probe,228.5
Sep 8  2019  9:06:54 AM,160.2, No Probe, No Probe,231.4
Sep 8  2019  9:07:04 AM,160.1, No Probe, No Probe,232.4
Sep 8  2019  9:07:14 AM,160.1, No Probe, No Probe,233.6
Sep 8  2019  9:07:24 AM,160.1, No Probe, No Probe,234.7
Sep 8  2019  9:07:34 AM,160.1, No Probe, No Probe,235.7
Sep 8  2019  9:07:45 AM,160.1, No Probe, No Probe,236.1
Sep 8  2019  9:07:54 AM,160.1, No Probe, No Probe,236.5
Sep 8  2019  9:08:04 AM,160.1, No Probe, No Probe,236.5
Sep 8  2019  9:08:15 AM,160.1, No Probe, No Probe,236.5
Sep 8  2019  9:08:24 AM,160.1, No Probe, No Probe,236.3
Sep 8  2019  9:08:34 AM,160.1, No Probe, No Probe,236.0
Sep 8  2019  9:08:44 AM,160.0, No Probe, No Probe,236.0
Sep 8  2019  9:08:54 AM,160.1, No Probe, No Probe,235.7
Sep 8  2019  9:09:04 AM,160.1, No Probe, No Probe,235.0
Sep 8  2019  9:09:14 AM,160.0, No Probe, No Probe,234.7
Sep 8  2019  9:09:24 AM,160.0, No Probe, No Probe,233.9
Sep 8  2019  9:09:34 AM,160.0, No Probe, No Probe,233.5
Sep 8  2019  9:09:44 AM,160.0, No Probe, No Probe,233.0
Sep 8  2019  9:09:54 AM,160.0, No Probe, No Probe,232.2
Sep 8  2019  9:10:04 AM,160.0, No Probe, No Probe,231.9
Sep 8  2019  9:10:14 AM,160.0, No Probe, No Probe,231.4
Sep 8  2019  9:10:24 AM,160.0, No Probe, No Probe,230.8
Sep 8  2019  9:10:34 AM,160.0, No Probe, No Probe,229.6
Sep 8  2019  9:10:39 AM,160.0, No Probe, No Probe,229.4
Sep 8  2019  9:10:49 AM,160.0, No Probe, No Probe,228.8
Sep 8  2019  9:10:59 AM,160.0, No Probe, No Probe,227.9
Sep 8  2019  9:11:10 AM,160.0, No Probe, No Probe,227.2
Sep 8  2019  9:11:20 AM,159.9, No Probe, No Probe,226.6
Sep 8  2019  9:11:30 AM,160.0, No Probe, No Probe,225.6
Sep 8  2019  9:11:40 AM,159.9, No Probe, No Probe,224.0
Sep 8  2019  9:11:50 AM,160.0, No Probe, No Probe,223.5
Sep 8  2019  9:12:00 AM,159.9, No Probe, No Probe,222.7
Sep 8  2019  9:12:10 AM,159.9, No Probe, No Probe,221.8
Sep 8  2019  9:12:20 AM,159.9, No Probe, No Probe,220.9
Sep 8  2019  9:12:30 AM,159.8, No Probe, No Probe,220.4
Sep 8  2019  9:12:40 AM,159.8, No Probe, No Probe,219.8
Sep 8  2019  9:12:51 AM,159.9, No Probe, No Probe,219.4
Sep 8  2019  9:13:00 AM,159.8, No Probe, No Probe,219.1
Sep 8  2019  9:13:10 AM,159.8, No Probe, No Probe,219.1
Sep 8  2019  9:13:20 AM,159.8, No Probe, No Probe,219.1
Sep 8  2019  9:13:30 AM,159.7, No Probe, No Probe,219.1
Sep 8  2019  9:13:40 AM,159.7, No Probe, No Probe,219.3
Sep 8  2019  9:13:50 AM,159.8, No Probe, No Probe,219.5
Sep 8  2019  9:14:00 AM,159.8, No Probe, No Probe,220.1
Sep 8  2019  9:14:10 AM,159.8, No Probe, No Probe,220.8
Sep 8  2019  9:14:20 AM,159.8, No Probe, No Probe,221.6
Sep 8  2019  9:14:30 AM,159.7, No Probe, No Probe,222.1
Sep 8  2019  9:14:40 AM,159.7, No Probe, No Probe,222.8
Sep 8  2019  9:14:51 AM,159.7, No Probe, No Probe,223.2
Sep 8  2019  9:15:00 AM,159.7, No Probe, No Probe,224.5
Sep 8  2019  9:15:10 AM,159.7, No Probe, No Probe,225.1
Sep 8  2019  9:15:21 AM,159.7, No Probe, No Probe,226.0
Sep 8  2019  9:15:30 AM,159.7, No Probe, No Probe,227.6
Sep 8  2019  9:15:40 AM,159.6, No Probe, No Probe,228.1
Sep 8  2019  9:15:50 AM,159.6, No Probe, No Probe,228.6
Sep 8  2019  9:16:00 AM,159.6, No Probe, No Probe,228.8
Sep 8  2019  9:16:10 AM,159.6, No Probe, No Probe,229.0
Sep 8  2019  9:16:20 AM,159.6, No Probe, No Probe,229.4
Sep 8  2019  9:16:30 AM,159.6, No Probe, No Probe,229.4
Sep 8  2019  9:16:36 AM,159.7, No Probe, No Probe,229.4
Sep 8  2019  9:16:46 AM,159.6, No Probe, No Probe,229.7
Sep 8  2019  9:16:56 AM,159.6, No Probe, No Probe,229.7
Sep 8  2019  9:17:06 AM,159.6, No Probe, No Probe,229.4
Sep 8  2019  9:17:16 AM,159.6, No Probe, No Probe,229.3
Sep 8  2019  9:17:26 AM,159.6, No Probe, No Probe,228.8
Sep 8  2019  9:17:36 AM,159.6, No Probe, No Probe,228.4
Sep 8  2019  9:17:46 AM,159.6, No Probe, No Probe,228.2
Sep 8  2019  9:17:56 AM,159.6, No Probe, No Probe,227.6
Sep 8  2019  9:18:08 AM,159.6, No Probe, No Probe,227.4
Sep 8  2019  9:18:17 AM,159.6, No Probe, No Probe,227.1
Sep 8  2019  9:18:27 AM,159.6, No Probe, No Probe,226.4
Sep 8  2019  9:18:37 AM,159.6, No Probe, No Probe,225.8
Sep 8  2019  9:18:47 AM,159.6, No Probe, No Probe,224.9
Sep 8  2019  9:18:57 AM,159.5, No Probe, No Probe,224.3
Sep 8  2019  9:19:08 AM,159.5, No Probe, No Probe,223.8
Sep 8  2019  9:19:17 AM,159.5, No Probe, No Probe,223.4
Sep 8  2019  9:19:27 AM,159.5, No Probe, No Probe,223.2
Sep 8  2019  9:19:37 AM,159.5, No Probe, No Probe,222.8
Sep 8  2019  9:19:47 AM,159.5, No Probe, No Probe,223.1
Sep 8  2019  9:19:57 AM,159.6, No Probe, No Probe,223.0
Sep 8  2019  9:20:07 AM,159.5, No Probe, No Probe,223.0
Sep 8  2019  9:20:17 AM,159.5, No Probe, No Probe,223.1
Sep 8  2019  9:20:28 AM,159.5, No Probe, No Probe,223.4
Sep 8  2019  9:20:38 AM,159.5, No Probe, No Probe,224.0
Sep 8  2019  9:20:48 AM,159.5, No Probe, No Probe,224.3
Sep 8  2019  9:20:58 AM,159.5, No Probe, No Probe,224.9
Sep 8  2019  9:21:08 AM,159.5, No Probe, No Probe,225.5
Sep 8  2019  9:21:18 AM,159.5, No Probe, No Probe,226.5
Sep 8  2019  9:21:28 AM,159.5, No Probe, No Probe,227.2
Sep 8  2019  9:21:38 AM,159.5, No Probe, No Probe,227.6
Sep 8  2019  9:21:48 AM,159.4, No Probe, No Probe,228.1
Sep 8  2019  9:21:58 AM,159.5, No Probe, No Probe,228.5
Sep 8  2019  9:22:08 AM,159.4, No Probe, No Probe,228.7
Sep 8  2019  9:22:18 AM,159.4, No Probe, No Probe,228.6
Sep 8  2019  9:22:28 AM,159.4, No Probe, No Probe,228.8
Sep 8  2019  9:22:38 AM,159.4, No Probe, No Probe,228.6
Sep 8  2019  9:22:51 AM,159.4, No Probe, No Probe,228.3
Sep 8  2019  9:23:01 AM,159.4, No Probe, No Probe,228.1
Sep 8  2019  9:23:11 AM,159.4, No Probe, No Probe,227.9
Sep 8  2019  9:23:21 AM,159.4, No Probe, No Probe,227.6
Sep 8  2019  9:23:31 AM,159.4, No Probe, No Probe,226.9
Sep 8  2019  9:23:41 AM,159.4, No Probe, No Probe,226.4
Sep 8  2019  9:23:51 AM,159.4, No Probe, No Probe,225.7
Sep 8  2019  9:24:01 AM,159.4, No Probe, No Probe,225.0
Sep 8  2019  9:24:11 AM,159.3, No Probe, No Probe,224.5
Sep 8  2019  9:24:21 AM,159.3, No Probe, No Probe,223.7
Sep 8  2019  9:24:31 AM,159.3, No Probe, No Probe,223.6
Sep 8  2019  9:24:41 AM,159.4, No Probe, No Probe,223.3
Sep 8  2019  9:24:51 AM,159.3, No Probe, No Probe,223.2
Sep 8  2019  9:25:01 AM,159.3, No Probe, No Probe,223.1
Sep 8  2019  9:25:11 AM,159.3, No Probe, No Probe,223.5
Sep 8  2019  9:25:21 AM,159.3, No Probe, No Probe,223.7
Sep 8  2019  9:25:31 AM,159.3, No Probe, No Probe,224.0
Sep 8  2019  9:25:42 AM,159.3, No Probe, No Probe,224.5
Sep 8  2019  9:25:51 AM,159.3, No Probe, No Probe,224.9
Sep 8  2019  9:26:01 AM,159.3, No Probe, No Probe,226.0
Sep 8  2019  9:26:11 AM,159.3, No Probe, No Probe,226.4
Sep 8  2019  9:26:22 AM,159.3, No Probe, No Probe,226.7
Sep 8  2019  9:26:31 AM,159.3, No Probe, No Probe,227.2
Sep 8  2019  9:26:41 AM,159.3, No Probe, No Probe,227.4
Sep 8  2019  9:26:51 AM,159.3, No Probe, No Probe,227.6
Sep 8  2019  9:27:01 AM,159.3, No Probe, No Probe,227.9
Sep 8  2019  9:27:11 AM,159.3, No Probe, No Probe,227.8
Sep 8  2019  9:27:21 AM,159.3, No Probe, No Probe,227.6
Sep 8  2019  9:27:31 AM,159.3, No Probe, No Probe,227.2
Sep 8  2019  9:27:41 AM,159.3, No Probe, No Probe,227.2
Sep 8  2019  9:27:51 AM,159.3, No Probe, No Probe,227.1
Sep 8  2019  9:28:01 AM,159.3, No Probe, No Probe,227.0
Sep 8  2019  9:28:11 AM,159.3, No Probe, No Probe,226.7
Sep 8  2019  9:28:21 AM,159.3, No Probe, No Probe,226.3
Sep 8  2019  9:28:31 AM,159.3, No Probe, No Probe,226.1
Sep 8  2019  9:28:44 AM,159.3, No Probe, No Probe,225.6
Sep 8  2019  9:28:54 AM,159.1, No Probe, No Probe,224.9
Sep 8  2019  9:29:04 AM,159.2, No Probe, No Probe,224.5
Sep 8  2019  9:29:14 AM,159.2, No Probe, No Probe,223.8
Sep 8  2019  9:29:24 AM,159.2, No Probe, No Probe,223.3
Sep 8  2019  9:29:34 AM,159.3, No Probe, No Probe,223.1
Sep 8  2019  9:29:44 AM,159.1, No Probe, No Probe,222.9
Sep 8  2019  9:29:54 AM,159.1, No Probe, No Probe,223.0
Sep 8  2019  9:30:04 AM,159.3, No Probe, No Probe,223.1
Sep 8  2019  9:30:14 AM,159.2, No Probe, No Probe,223.4
Sep 8  2019  9:30:24 AM,159.2, No Probe, No Probe,223.8
Sep 8  2019  9:30:35 AM,159.1, No Probe, No Probe,224.2
Sep 8  2019  9:30:44 AM,159.1, No Probe, No Probe,224.7
Sep 8  2019  9:30:54 AM,159.1, No Probe, No Probe,225.1
Sep 8  2019  9:31:05 AM,159.3, No Probe, No Probe,225.9
Sep 8  2019  9:31:14 AM,159.2, No Probe, No Probe,226.7
Sep 8  2019  9:31:24 AM,159.2, No Probe, No Probe,227.4
Sep 8  2019  9:31:34 AM,159.1, No Probe, No Probe,227.9
Sep 8  2019  9:31:44 AM,159.2, No Probe, No Probe,227.7
Sep 8  2019  9:31:54 AM,159.1, No Probe, No Probe,227.9
Sep 8  2019  9:32:04 AM,159.1, No Probe, No Probe,228.3
Sep 8  2019  9:32:14 AM,159.1, No Probe, No Probe,227.9
Sep 8  2019  9:32:24 AM,159.1, No Probe, No Probe,227.7
Sep 8  2019  9:32:34 AM,159.1, No Probe, No Probe,227.3
Sep 8  2019  9:32:44 AM,159.1, No Probe, No Probe,227.3
Sep 8  2019  9:32:54 AM,159.2, No Probe, No Probe,227.0
Sep 8  2019  9:33:04 AM,159.1, No Probe, No Probe,226.5
Sep 8  2019  9:33:14 AM,159.1, No Probe, No Probe,226.0
Sep 8  2019  9:33:24 AM,159.1, No Probe, No Probe,225.7
Sep 8  2019  9:33:34 AM,159.2, No Probe, No Probe,225.2
Sep 8  2019  9:33:44 AM,159.1, No Probe, No Probe,224.7
Sep 8  2019  9:33:54 AM,159.1, No Probe, No Probe,224.3
Sep 8  2019  9:34:04 AM,159.1, No Probe, No Probe,224.4
Sep 8  2019  9:34:15 AM,159.1, No Probe, No Probe,224.0
Sep 8  2019  9:34:24 AM,159.1, No Probe, No Probe,224.3
Sep 8  2019  9:34:34 AM,159.1, No Probe, No Probe,224.3
Sep 8  2019  9:34:42 AM,159.1, No Probe, No Probe,224.4
Sep 8  2019  9:34:52 AM,159.1, No Probe, No Probe,224.7
Sep 8  2019  9:35:02 AM,159.1, No Probe, No Probe,225.5
Sep 8  2019  9:35:12 AM,159.1, No Probe, No Probe,226.0
Sep 8  2019  9:35:22 AM,159.1, No Probe, No Probe,225.9
Sep 8  2019  9:35:32 AM,159.1, No Probe, No Probe,226.5
Sep 8  2019  9:35:42 AM,159.1, No Probe, No Probe,227.2
Sep 8  2019  9:35:52 AM,159.0, No Probe, No Probe,227.4
Sep 8  2019  9:36:02 AM,159.1, No Probe, No Probe,227.6
Sep 8  2019  9:36:12 AM,159.1, No Probe, No Probe,227.6
Sep 8  2019  9:36:22 AM,159.1, No Probe, No Probe,227.9
Sep 8  2019  9:36:32 AM,159.1, No Probe, No Probe,228.0
Sep 8  2019  9:36:42 AM,159.1, No Probe, No Probe,227.7
Sep 8  2019  9:36:52 AM,159.1, No Probe, No Probe,227.9
Sep 8  2019  9:37:02 AM,159.1, No Probe, No Probe,227.2
Sep 8  2019  9:37:12 AM,159.1, No Probe, No Probe,226.3
Sep 8  2019  9:37:22 AM,159.0, No Probe, No Probe,226.2
Sep 8  2019  9:37:32 AM,159.0, No Probe, No Probe,225.8
Sep 8  2019  9:37:42 AM,159.1, No Probe, No Probe,225.3
Sep 8  2019  9:37:52 AM,159.0, No Probe, No Probe,224.7
Sep 8  2019  9:38:02 AM,159.1, No Probe, No Probe,223.7
Sep 8  2019  9:38:12 AM,159.1, No Probe, No Probe,223.2
